Customer_No,Prediction,Probability_Prediction
91551,0,0.36
91552,0,0.2
91553,0,0.13
91554,0,0.05
91555,0,0.2
91556,0,0.23
91557,0,0.14
91558,0,0.34
91559,0,0.16
91560,0,0.0
91561,0,0.45
91562,0,0.12
91563,0,0.16
91564,0,0.16
91565,0,0.33
91566,1,0.66
91567,0,0.23
91568,0,0.16
91569,0,0.3
91570,0,0.14
91571,0,0.11
91572,0,0.46
91573,0,0.12
91574,0,0.4
91575,0,0.26
91576,0,0.05
91577,0,0.15
91578,0,0.14
91579,0,0.22
91580,0,0.38
91581,0,0.15
91582,0,0.22
91583,0,0.18
91584,0,0.15
91585,0,0.09
91586,0,0.29
91587,0,0.36
91588,1,0.56
91589,0,0.35
91590,0,0.46
91591,0,0.46
91592,0,0.14
91593,0,0.16
91594,0,0.18
91595,1,0.66
91596,0,0.2
91597,0,0.12
91598,0,0.18
91599,0,0.22
91600,0,0.26
91601,1,0.55
91602,0,0.22
91603,0,0.28
91604,0,0.06
91605,0,0.46
91606,0,0.04
91607,0,0.18
91608,0,0.25
91609,0,0.11
91610,0,0.14
91611,0,0.2
91612,0,0.13
91613,0,0.27
91614,0,0.46
91615,0,0.44
91616,0,0.27
91617,0,0.14
91618,0,0.08
91619,0,0.44
91620,0,0.31
91621,0,0.18
91622,0,0.08
91623,0,0.08
91624,0,0.36
91625,0,0.32
91626,0,0.31
91627,0,0.17
91628,0,0.36
91629,0,0.19
91630,0,0.14
91631,0,0.28
91632,0,0.16
91633,0,0.1
91634,0,0.21
91635,0,0.24
91636,0,0.26
91637,1,0.52
91638,0,0.3
91639,0,0.36
91640,1,0.62
91641,0,0.46
91642,0,0.37
91643,1,0.56
91644,0,0.44
91645,0,0.47
91646,0,0.14
91647,0,0.12
91648,0,0.22
91649,0,0.16
91650,0,0.34
91651,0,0.26
91652,1,0.67
91653,0,0.14
91654,0,0.21
91655,0,0.49
91656,0,0.12
91657,0,0.42
91658,0,0.15
91659,0,0.18
91660,0,0.38
91661,1,0.57
91662,0,0.05
91663,1,0.56
91664,0,0.24
91665,0,0.28
91666,0,0.22
91667,0,0.22
91668,0,0.08
91669,0,0.16
91670,0,0.22
91671,0,0.12
91672,0,0.27
91673,0,0.16
91674,0,0.15
91675,0,0.2
91676,1,0.55
91677,0,0.04
91678,0,0.31
91679,0,0.25
91680,0,0.03
91681,0,0.11
91682,0,0.14
91683,0,0.2
91684,0,0.09
91685,0,0.46
91686,0,0.34
91687,0,0.32
91688,0,0.04
91689,0,0.3
91690,0,0.15
91691,0,0.31
91692,0,0.46
91693,0,0.03
91694,0,0.3
91695,0,0.26
91696,0,0.16
91697,0,0.16
91698,0,0.22
91699,0,0.04
91700,0,0.32
91701,0,0.3
91702,1,0.74
91703,0,0.12
91704,0,0.43
91705,0,0.22
91706,0,0.14
91707,0,0.02
91708,0,0.26
91709,0,0.16
91710,0,0.44
91711,0,0.12
91712,1,0.5
91713,0,0.4
91714,0,0.3
91715,0,0.12
91716,0,0.09
91717,0,0.35
91718,0,0.2
91719,1,0.57
91720,0,0.38
91721,0,0.1
91722,0,0.28
91723,0,0.14
91724,0,0.2
91725,0,0.18
91726,0,0.26
91727,1,0.54
91728,0,0.2
91729,0,0.24
91730,0,0.39
91731,1,0.54
91732,0,0.2
91733,0,0.2
91734,0,0.25
91735,0,0.24
91736,0,0.1
91737,0,0.02
91738,0,0.48
91739,0,0.24
91740,1,0.56
91741,0,0.21
91742,0,0.28
91743,0,0.16
91744,0,0.18
91745,0,0.16
91746,0,0.28
91747,0,0.44
91748,0,0.25
91749,0,0.18
91750,0,0.26
91751,0,0.21
91752,0,0.02
91753,0,0.22
91754,0,0.18
91755,0,0.2
91756,0,0.25
91757,0,0.21
91758,0,0.3
91759,0,0.14
91760,0,0.14
91761,0,0.32
91762,0,0.28
91763,0,0.43
91764,0,0.06
91765,0,0.06
91766,0,0.2
91767,0,0.24
91768,0,0.18
91769,0,0.14
91770,0,0.2
91771,0,0.12
91772,0,0.14
91773,0,0.18
91774,0,0.35
91775,0,0.33
91776,0,0.24
91777,0,0.09
91778,0,0.4
91779,0,0.28
91780,0,0.17
91781,0,0.01
91782,0,0.16
91783,0,0.07
91784,0,0.26
91785,0,0.26
91786,0,0.31
91787,0,0.14
91788,0,0.3
91789,0,0.02
91790,0,0.23
91791,0,0.18
91792,0,0.22
91793,0,0.35
91794,0,0.0
91795,0,0.31
91796,0,0.2
91797,0,0.02
91798,0,0.4
91799,0,0.16
91800,0,0.11
91801,0,0.22
91802,0,0.28
91803,0,0.22
91804,0,0.04
91805,0,0.26
91806,0,0.26
91807,0,0.16
91808,0,0.22
91809,0,0.45
91810,0,0.3
91811,0,0.04
91812,0,0.35
91813,0,0.1
91814,0,0.48
91815,0,0.1
91816,0,0.18
91817,0,0.28
91818,0,0.14
91819,1,0.52
91820,0,0.3
91821,0,0.26
91822,0,0.1
91823,0,0.14
91824,0,0.22
91825,0,0.04
91826,0,0.32
91827,1,0.56
91828,0,0.27
91829,0,0.21
91830,0,0.07
91831,0,0.25
91832,0,0.0
91833,1,0.57
91834,0,0.3
91835,0,0.24
91836,0,0.24
91837,0,0.18
91838,0,0.22
91839,0,0.26
91840,0,0.05
91841,0,0.18
91842,0,0.44
91843,0,0.04
91844,0,0.25
91845,0,0.08
91846,1,0.74
91847,0,0.42
91848,0,0.06
91849,0,0.36
91850,0,0.22
91851,1,0.6
91852,1,0.58
91853,0,0.05
91854,1,0.72
91855,0,0.29
91856,0,0.26
91857,0,0.2
91858,0,0.18
91859,0,0.26
91860,0,0.3
91861,0,0.23
91862,0,0.04
91863,0,0.32
91864,1,0.55
91865,0,0.2
91866,1,0.69
91867,0,0.2
91868,0,0.02
91869,0,0.02
91870,0,0.12
91871,0,0.24
91872,0,0.23
91873,0,0.28
91874,0,0.24
91875,0,0.29
91876,0,0.37
91877,0,0.29
91878,0,0.31
91879,1,0.56
91880,0,0.0
91881,1,0.78
91882,0,0.38
91883,0,0.46
91884,0,0.17
91885,0,0.09
91886,0,0.46
91887,0,0.24
91888,0,0.4
91889,0,0.3
91890,1,0.64
91891,0,0.37
91892,0,0.27
91893,0,0.21
91894,0,0.2
91895,0,0.2
91896,1,0.84
91897,0,0.18
91898,0,0.38
91899,0,0.22
91900,0,0.26
91901,0,0.4
91902,1,0.6
91903,0,0.06
91904,0,0.35
91905,0,0.18
91906,0,0.28
91907,0,0.1
91908,0,0.13
91909,0,0.32
91910,0,0.07
91911,0,0.2
91912,0,0.34
91913,0,0.04
91914,0,0.06
91915,0,0.36
91916,0,0.3
91917,0,0.12
91918,0,0.24
91919,0,0.34
91920,0,0.32
91921,0,0.04
91922,0,0.24
91923,1,0.6
91924,0,0.27
91925,0,0.16
91926,0,0.33
91927,1,0.74
91928,0,0.22
91929,0,0.2
91930,0,0.29
91931,0,0.22
91932,0,0.38
91933,0,0.44
91934,0,0.16
91935,0,0.21
91936,0,0.19
91937,0,0.06
91938,0,0.22
91939,0,0.28
91940,0,0.14
91941,1,0.69
91942,1,0.7
91943,0,0.16
91944,0,0.16
91945,0,0.48
91946,0,0.23
91947,0,0.29
91948,0,0.27
91949,1,0.66
91950,0,0.13
91951,0,0.2
91952,0,0.3
91953,0,0.06
91954,0,0.05
91955,0,0.5
91956,0,0.32
91957,1,0.78
91958,0,0.23
91959,0,0.04
91960,0,0.19
91961,0,0.15
91962,0,0.11
91963,0,0.2
91964,0,0.08
91965,0,0.36
91966,0,0.3
91967,0,0.12
91968,0,0.36
91969,0,0.2
91970,0,0.16
91971,0,0.1
91972,0,0.26
91973,0,0.2
91974,0,0.35
91975,0,0.3
91976,0,0.04
91977,0,0.05
91978,0,0.26
91979,0,0.2
91980,0,0.18
91981,0,0.42
91982,0,0.31
91983,0,0.5
91984,0,0.02
91985,0,0.1
91986,0,0.14
91987,0,0.22
91988,0,0.47
91989,0,0.04
91990,0,0.5
91991,1,0.52
91992,0,0.12
91993,0,0.11
91994,0,0.13
91995,0,0.3
91996,0,0.18
91997,0,0.18
91998,0,0.24
91999,0,0.2
92000,0,0.14
92001,0,0.21
92002,0,0.1
92003,0,0.16
92004,0,0.4
92005,0,0.1
92006,0,0.2
92007,0,0.27
92008,0,0.15
92009,0,0.26
92010,0,0.01
92011,1,0.57
92012,0,0.36
92013,0,0.23
92014,0,0.18
92015,0,0.24
92016,0,0.38
92017,0,0.02
92018,0,0.2
92019,1,0.69
92020,0,0.28
92021,0,0.48
92022,0,0.38
92023,0,0.28
92024,0,0.19
92025,0,0.1
92026,0,0.27
92027,0,0.22
92028,1,0.52
92029,0,0.49
92030,0,0.28
92031,0,0.34
92032,0,0.22
92033,0,0.33
92034,0,0.05
92035,1,0.69
92036,0,0.16
92037,0,0.1
92038,1,0.6
92039,0,0.3
92040,0,0.42
92041,0,0.48
92042,0,0.37
92043,0,0.25
92044,0,0.24
92045,0,0.06
92046,0,0.13
92047,0,0.41
92048,0,0.32
92049,0,0.38
92050,0,0.24
92051,0,0.14
92052,0,0.28
92053,0,0.38
92054,0,0.29
92055,1,0.61
92056,0,0.02
92057,0,0.02
92058,1,0.52
92059,0,0.28
92060,1,0.62
92061,0,0.46
92062,0,0.26
92063,1,0.66
92064,0,0.42
92065,0,0.34
92066,1,0.63
92067,0,0.1
92068,1,0.6
92069,1,0.62
92070,0,0.19
92071,0,0.14
92072,1,0.63
92073,0,0.2
92074,0,0.35
92075,0,0.34
92076,0,0.24
92077,0,0.28
92078,0,0.4
92079,0,0.2
92080,0,0.06
92081,0,0.36
92082,0,0.24
92083,0,0.25
92084,0,0.27
92085,0,0.1
92086,0,0.21
92087,0,0.33
92088,0,0.23
92089,1,0.58
92090,1,0.54
92091,0,0.23
92092,0,0.14
92093,0,0.02
92094,0,0.02
92095,0,0.22
92096,0,0.34
92097,0,0.4
92098,0,0.2
92099,0,0.28
92100,0,0.34
92101,0,0.26
92102,0,0.32
92103,0,0.28
92104,0,0.22
92105,0,0.11
92106,0,0.24
92107,0,0.47
92108,0,0.22
92109,0,0.29
92110,0,0.33
92111,0,0.21
92112,0,0.12
92113,0,0.1
92114,0,0.06
92115,0,0.0
92116,0,0.25
92117,0,0.37
92118,0,0.44
92119,0,0.17
92120,0,0.24
92121,1,0.58
92122,0,0.22
92123,0,0.02
92124,0,0.0
92125,0,0.23
92126,0,0.36
92127,0,0.2
92128,0,0.15
92129,0,0.16
92130,0,0.26
92131,1,0.78
92132,0,0.32
92133,0,0.1
92134,0,0.07
92135,0,0.23
92136,0,0.04
92137,0,0.18
92138,0,0.32
92139,0,0.13
92140,0,0.34
92141,0,0.24
92142,1,0.53
92143,0,0.09
92144,0,0.47
92145,0,0.42
92146,0,0.41
92147,0,0.16
92148,1,0.52
92149,0,0.22
92150,0,0.15
92151,0,0.07
92152,0,0.28
92153,0,0.2
92154,0,0.3
92155,0,0.0
92156,0,0.28
92157,0,0.16
92158,0,0.01
92159,0,0.2
92160,0,0.36
92161,0,0.2
92162,1,0.52
92163,0,0.43
92164,0,0.09
92165,0,0.27
92166,0,0.06
92167,0,0.44
92168,0,0.3
92169,0,0.39
92170,0,0.24
92171,0,0.02
92172,0,0.44
92173,0,0.12
92174,1,0.52
92175,1,0.64
92176,0,0.24
92177,1,0.56
92178,1,0.62
92179,0,0.36
92180,0,0.05
92181,0,0.19
92182,0,0.18
92183,0,0.31
92184,0,0.33
92185,0,0.48
92186,0,0.23
92187,0,0.12
92188,0,0.06
92189,0,0.24
92190,0,0.22
92191,0,0.13
92192,0,0.22
92193,0,0.18
92194,0,0.2
92195,0,0.17
92196,0,0.19
92197,0,0.35
92198,0,0.28
92199,0,0.26
92200,0,0.02
92201,0,0.02
92202,0,0.3
92203,0,0.2
92204,0,0.04
92205,0,0.01
92206,0,0.35
92207,0,0.29
92208,0,0.12
92209,1,0.64
92210,0,0.08
92211,0,0.32
92212,0,0.25
92213,0,0.24
92214,0,0.05
92215,0,0.34
92216,0,0.36
92217,0,0.44
92218,0,0.26
92219,0,0.1
92220,0,0.28
92221,0,0.3
92222,0,0.26
92223,0,0.13
92224,0,0.24
92225,0,0.34
92226,0,0.21
92227,0,0.41
92228,0,0.28
92229,0,0.12
92230,0,0.23
92231,0,0.14
92232,1,0.68
92233,0,0.14
92234,1,0.6
92235,0,0.22
92236,0,0.31
92237,0,0.0
92238,0,0.14
92239,1,0.66
92240,0,0.04
92241,0,0.14
92242,0,0.2
92243,0,0.22
92244,0,0.26
92245,0,0.22
92246,0,0.14
92247,0,0.06
92248,1,0.66
92249,0,0.28
92250,0,0.14
92251,0,0.3
92252,0,0.21
92253,0,0.39
92254,0,0.26
92255,0,0.14
92256,0,0.24
92257,1,0.7
92258,1,0.52
92259,0,0.24
92260,0,0.25
92261,0,0.0
92262,1,0.5
92263,0,0.45
92264,0,0.22
92265,0,0.27
92266,0,0.3
92267,0,0.36
92268,0,0.06
92269,0,0.25
92270,0,0.22
92271,0,0.34
92272,0,0.28
92273,0,0.23
92274,0,0.28
92275,0,0.02
92276,0,0.34
92277,0,0.24
92278,1,0.58
92279,1,0.58
92280,0,0.22
92281,0,0.33
92282,0,0.48
92283,0,0.21
92284,0,0.1
92285,0,0.2
92286,0,0.16
92287,0,0.2
92288,0,0.15
92289,0,0.16
92290,0,0.24
92291,0,0.18
92292,0,0.12
92293,0,0.5
92294,0,0.36
92295,0,0.46
92296,0,0.2
92297,0,0.23
92298,0,0.26
92299,0,0.16
92300,0,0.35
92301,1,0.72
92302,0,0.16
92303,0,0.3
92304,0,0.32
92305,0,0.29
92306,0,0.16
92307,0,0.1
92308,0,0.16
92309,0,0.23
92310,0,0.16
92311,0,0.22
92312,0,0.2
92313,0,0.48
92314,0,0.26
92315,0,0.22
92316,0,0.26
92317,0,0.26
92318,0,0.25
92319,0,0.24
92320,0,0.28
92321,1,0.7
92322,0,0.44
92323,0,0.28
92324,0,0.2
92325,0,0.46
92326,0,0.23
92327,0,0.2
92328,0,0.42
92329,0,0.17
92330,0,0.22
92331,0,0.44
92332,1,0.52
92333,0,0.18
92334,0,0.2
92335,0,0.38
92336,1,0.51
92337,0,0.18
92338,0,0.18
92339,0,0.2
92340,0,0.15
92341,1,0.64
92342,0,0.46
92343,1,0.58
92344,0,0.27
92345,1,0.53
92346,0,0.28
92347,0,0.21
92348,0,0.06
92349,0,0.21
92350,0,0.28
92351,1,0.63
92352,0,0.24
92353,0,0.24
92354,0,0.29
92355,0,0.22
92356,0,0.22
92357,0,0.24
92358,0,0.32
92359,0,0.22
92360,0,0.1
92361,0,0.46
92362,0,0.3
92363,0,0.3
92364,0,0.32
92365,0,0.24
92366,0,0.14
92367,0,0.3
92368,0,0.25
92369,0,0.06
92370,0,0.22
92371,0,0.34
92372,0,0.1
92373,0,0.27
92374,0,0.28
92375,0,0.34
92376,0,0.2
92377,0,0.18
92378,0,0.26
92379,0,0.19
92380,0,0.22
92381,0,0.34
92382,0,0.12
92383,0,0.18
92384,0,0.46
92385,0,0.28
92386,0,0.16
92387,0,0.25
92388,0,0.3
92389,0,0.34
92390,0,0.19
92391,0,0.17
92392,1,0.64
92393,0,0.24
92394,0,0.04
92395,0,0.3
92396,0,0.32
92397,0,0.21
92398,1,0.59
92399,0,0.31
92400,0,0.01
92401,0,0.24
92402,0,0.3
92403,0,0.46
92404,0,0.19
92405,0,0.27
92406,0,0.22
92407,0,0.2
92408,0,0.2
92409,0,0.3
92410,0,0.35
92411,0,0.25
92412,1,0.56
92413,0,0.2
92414,0,0.15
92415,0,0.22
92416,0,0.39
92417,1,0.65
92418,0,0.36
92419,0,0.02
92420,0,0.16
92421,0,0.22
92422,0,0.25
92423,0,0.18
92424,0,0.14
92425,0,0.24
92426,0,0.12
92427,1,0.54
92428,0,0.0
92429,0,0.2
92430,0,0.08
92431,0,0.27
92432,0,0.36
92433,0,0.38
92434,0,0.18
92435,0,0.21
92436,0,0.22
92437,0,0.33
92438,0,0.06
92439,0,0.18
92440,1,0.59
92441,0,0.24
92442,0,0.24
92443,0,0.24
92444,0,0.03
92445,0,0.26
92446,0,0.22
92447,0,0.15
92448,1,0.6
92449,0,0.2
92450,0,0.28
92451,0,0.35
92452,0,0.22
92453,0,0.48
92454,0,0.14
92455,1,0.56
92456,0,0.12
92457,0,0.02
92458,0,0.5
92459,0,0.09
92460,0,0.05
92461,0,0.38
92462,0,0.2
92463,0,0.22
92464,0,0.24
92465,0,0.02
92466,0,0.01
92467,0,0.32
92468,0,0.18
92469,0,0.13
92470,0,0.18
92471,0,0.21
92472,0,0.21
92473,0,0.19
92474,0,0.16
92475,0,0.27
92476,0,0.48
92477,0,0.2
92478,0,0.18
92479,0,0.12
92480,0,0.26
92481,0,0.22
92482,0,0.45
92483,0,0.1
92484,0,0.12
92485,0,0.2
92486,0,0.24
92487,1,0.56
92488,0,0.26
92489,0,0.12
92490,0,0.4
92491,0,0.18
92492,0,0.38
92493,0,0.14
92494,0,0.18
92495,0,0.15
92496,0,0.34
92497,0,0.18
92498,0,0.36
92499,0,0.4
92500,0,0.09
92501,1,0.56
92502,1,0.62
92503,0,0.16
92504,0,0.36
92505,0,0.41
92506,0,0.04
92507,0,0.3
92508,0,0.28
92509,0,0.28
92510,0,0.24
92511,1,0.65
92512,0,0.09
92513,0,0.37
92514,0,0.3
92515,0,0.34
92516,0,0.27
92517,0,0.02
92518,0,0.22
92519,0,0.46
92520,0,0.35
92521,0,0.19
92522,0,0.27
92523,1,0.74
92524,0,0.11
92525,0,0.12
92526,0,0.5
92527,0,0.4
92528,0,0.18
92529,0,0.19
92530,0,0.41
92531,0,0.16
92532,1,0.64
92533,0,0.37
92534,0,0.32
92535,0,0.32
92536,0,0.3
92537,0,0.4
92538,1,0.82
92539,0,0.32
92540,0,0.25
92541,0,0.2
92542,0,0.38
92543,0,0.34
92544,0,0.18
92545,0,0.08
92546,0,0.18
92547,0,0.26
92548,0,0.46
92549,0,0.23
92550,1,0.66
92551,0,0.25
92552,1,0.62
92553,0,0.1
92554,0,0.18
92555,0,0.2
92556,0,0.19
92557,0,0.02
92558,0,0.16
92559,0,0.42
92560,0,0.24
92561,0,0.12
92562,0,0.2
92563,1,0.53
92564,0,0.1
92565,0,0.23
92566,0,0.26
92567,0,0.07
92568,0,0.23
92569,0,0.22
92570,0,0.39
92571,0,0.39
92572,0,0.2
92573,0,0.36
92574,0,0.16
92575,0,0.26
92576,0,0.25
92577,1,0.66
92578,0,0.18
92579,0,0.14
92580,0,0.3
92581,0,0.31
92582,0,0.27
92583,0,0.23
92584,0,0.16
92585,0,0.36
92586,0,0.22
92587,0,0.42
92588,0,0.0
92589,1,0.52
92590,0,0.22
92591,1,0.66
92592,0,0.12
92593,0,0.13
92594,0,0.18
92595,0,0.16
92596,0,0.3
92597,0,0.08
92598,0,0.18
92599,1,0.66
92600,0,0.16
92601,0,0.23
92602,0,0.04
92603,0,0.13
92604,0,0.34
92605,0,0.24
92606,0,0.02
92607,0,0.08
92608,0,0.14
92609,0,0.13
92610,0,0.32
92611,0,0.11
92612,0,0.39
92613,0,0.26
92614,0,0.12
92615,0,0.16
92616,0,0.37
92617,0,0.18
92618,0,0.28
92619,0,0.42
92620,0,0.2
92621,0,0.2
92622,0,0.14
92623,0,0.14
92624,0,0.42
92625,0,0.19
92626,0,0.31
92627,0,0.38
92628,0,0.41
92629,0,0.18
92630,0,0.14
92631,0,0.44
92632,0,0.25
92633,0,0.36
92634,0,0.14
92635,1,0.59
92636,0,0.36
92637,0,0.46
92638,1,0.68
92639,0,0.28
92640,1,0.76
92641,0,0.18
92642,0,0.18
92643,0,0.41
92644,0,0.18
92645,0,0.32
92646,0,0.13
92647,0,0.18
92648,0,0.14
92649,0,0.02
92650,0,0.04
92651,0,0.14
92652,0,0.16
92653,0,0.26
92654,0,0.15
92655,0,0.15
92656,0,0.22
92657,0,0.23
92658,0,0.16
92659,0,0.12
92660,0,0.22
92661,0,0.42
92662,0,0.26
92663,0,0.18
92664,0,0.28
92665,0,0.25
92666,0,0.28
92667,0,0.41
92668,0,0.38
92669,0,0.24
92670,1,0.68
92671,0,0.14
92672,0,0.2
92673,0,0.3
92674,0,0.34
92675,0,0.16
92676,0,0.23
92677,0,0.2
92678,1,0.69
92679,0,0.46
92680,0,0.22
92681,1,0.67
92682,0,0.32
92683,0,0.48
92684,0,0.38
92685,0,0.16
92686,0,0.29
92687,0,0.18
92688,0,0.29
92689,1,0.55
92690,0,0.29
92691,0,0.22
92692,0,0.16
92693,1,0.56
92694,0,0.38
92695,0,0.35
92696,0,0.22
92697,1,0.65
92698,0,0.19
92699,0,0.07
92700,0,0.36
92701,1,0.54
92702,0,0.13
92703,0,0.24
92704,0,0.04
92705,0,0.12
92706,0,0.13
92707,0,0.09
92708,0,0.2
92709,0,0.12
92710,0,0.16
92711,1,0.68
92712,0,0.16
92713,0,0.18
92714,0,0.14
92715,0,0.32
92716,0,0.23
92717,0,0.09
92718,0,0.18
92719,0,0.24
92720,0,0.38
92721,0,0.18
92722,0,0.22
92723,0,0.24
92724,0,0.28
92725,0,0.15
92726,0,0.3
92727,0,0.04
92728,0,0.13
92729,1,0.52
92730,0,0.44
92731,0,0.3
92732,0,0.2
92733,0,0.22
92734,0,0.16
92735,0,0.32
92736,0,0.26
92737,0,0.48
92738,0,0.1
92739,0,0.02
92740,0,0.24
92741,0,0.02
92742,0,0.36
92743,0,0.19
92744,0,0.28
92745,0,0.02
92746,0,0.31
92747,0,0.3
92748,0,0.18
92749,0,0.28
92750,0,0.22
92751,0,0.46
92752,0,0.16
92753,0,0.14
92754,0,0.14
92755,1,0.56
92756,0,0.22
92757,0,0.16
92758,0,0.21
92759,0,0.08
92760,0,0.24
92761,0,0.29
92762,0,0.08
92763,0,0.28
92764,1,0.66
92765,0,0.23
92766,0,0.19
92767,0,0.3
92768,0,0.24
92769,0,0.26
92770,0,0.02
92771,0,0.22
92772,0,0.26
92773,0,0.32
92774,0,0.2
92775,1,0.52
92776,0,0.2
92777,0,0.24
92778,0,0.28
92779,0,0.29
92780,0,0.22
92781,0,0.4
92782,0,0.26
92783,0,0.2
92784,0,0.28
92785,0,0.33
92786,1,0.52
92787,0,0.31
92788,0,0.32
92789,0,0.48
92790,0,0.33
92791,0,0.08
92792,0,0.02
92793,0,0.24
92794,0,0.0
92795,1,0.58
92796,0,0.4
92797,0,0.24
92798,0,0.04
92799,0,0.35
92800,0,0.35
92801,0,0.12
92802,0,0.44
92803,0,0.39
92804,0,0.24
92805,1,0.72
92806,0,0.26
92807,0,0.28
92808,0,0.35
92809,0,0.25
92810,0,0.18
92811,0,0.36
92812,0,0.33
92813,0,0.02
92814,0,0.43
92815,0,0.12
92816,0,0.29
92817,0,0.14
92818,0,0.48
92819,0,0.18
92820,0,0.0
92821,0,0.21
92822,0,0.24
92823,0,0.34
92824,0,0.23
92825,0,0.2
92826,0,0.21
92827,0,0.16
92828,0,0.36
92829,0,0.05
92830,0,0.32
92831,0,0.35
92832,0,0.19
92833,0,0.18
92834,0,0.24
92835,0,0.38
92836,1,0.51
92837,0,0.32
92838,0,0.32
92839,0,0.2
92840,0,0.42
92841,1,0.51
92842,0,0.03
92843,0,0.15
92844,0,0.06
92845,0,0.22
92846,0,0.06
92847,0,0.26
92848,0,0.04
92849,0,0.48
92850,0,0.0
92851,0,0.44
92852,1,0.5
92853,0,0.17
92854,0,0.49
92855,0,0.1
92856,0,0.24
92857,0,0.47
92858,0,0.1
92859,0,0.14
92860,0,0.22
92861,0,0.22
92862,0,0.22
92863,0,0.29
92864,0,0.02
92865,0,0.15
92866,0,0.22
92867,0,0.12
92868,0,0.46
92869,0,0.28
92870,1,0.68
92871,0,0.34
92872,0,0.22
92873,0,0.25
92874,0,0.26
92875,1,0.6
92876,0,0.18
92877,0,0.12
92878,0,0.26
92879,1,0.6
92880,0,0.32
92881,0,0.13
92882,0,0.23
92883,1,0.55
92884,0,0.11
92885,0,0.24
92886,0,0.24
92887,1,0.58
92888,0,0.34
92889,0,0.26
92890,0,0.24
92891,0,0.26
92892,0,0.15
92893,0,0.24
92894,0,0.3
92895,0,0.32
92896,0,0.14
92897,0,0.4
92898,0,0.22
92899,0,0.2
92900,0,0.12
92901,0,0.4
92902,0,0.3
92903,0,0.4
92904,0,0.18
92905,0,0.34
92906,0,0.16
92907,0,0.1
92908,0,0.29
92909,0,0.18
92910,0,0.31
92911,0,0.04
92912,0,0.17
92913,0,0.0
92914,0,0.3
92915,0,0.27
92916,0,0.3
92917,0,0.15
92918,0,0.05
92919,0,0.22
92920,0,0.36
92921,0,0.17
92922,0,0.26
92923,0,0.35
92924,0,0.48
92925,0,0.1
92926,0,0.5
92927,0,0.16
92928,0,0.06
92929,0,0.4
92930,0,0.18
92931,0,0.02
92932,0,0.37
92933,0,0.4
92934,0,0.28
92935,0,0.48
92936,0,0.28
92937,1,0.6
92938,0,0.26
92939,0,0.36
92940,0,0.0
92941,0,0.16
92942,0,0.15
92943,1,0.6
92944,0,0.31
92945,0,0.02
92946,1,0.55
92947,0,0.44
92948,0,0.46
92949,0,0.26
92950,0,0.08
92951,0,0.03
92952,0,0.16
92953,0,0.23
92954,0,0.39
92955,0,0.4
92956,0,0.24
92957,0,0.33
92958,0,0.25
92959,0,0.14
92960,0,0.16
92961,0,0.46
92962,0,0.26
92963,0,0.26
92964,0,0.18
92965,0,0.16
92966,1,0.68
92967,0,0.0
92968,1,0.56
92969,0,0.34
92970,0,0.32
92971,1,0.56
92972,0,0.33
92973,0,0.38
92974,0,0.26
92975,0,0.21
92976,0,0.31
92977,0,0.14
92978,0,0.48
92979,0,0.14
92980,0,0.24
92981,0,0.24
92982,1,0.52
92983,0,0.43
92984,0,0.31
92985,0,0.38
92986,0,0.5
92987,0,0.38
92988,0,0.14
92989,0,0.18
92990,0,0.5
92991,0,0.48
92992,0,0.38
92993,0,0.2
92994,0,0.24
92995,0,0.46
92996,0,0.24
92997,1,0.74
92998,0,0.18
92999,0,0.22
93000,0,0.2
93001,0,0.33
93002,0,0.11
93003,0,0.33
93004,0,0.2
93005,0,0.32
93006,0,0.04
93007,0,0.18
93008,1,0.53
93009,1,0.66
93010,0,0.18
93011,0,0.26
93012,0,0.26
93013,0,0.28
93014,0,0.14
93015,0,0.34
93016,0,0.28
93017,0,0.14
93018,1,0.64
93019,0,0.3
93020,0,0.2
93021,0,0.42
93022,0,0.02
93023,0,0.32
93024,0,0.16
93025,0,0.44
93026,1,0.71
93027,0,0.36
93028,0,0.46
93029,0,0.04
93030,0,0.22
93031,0,0.38
93032,0,0.3
93033,0,0.3
93034,1,0.76
93035,0,0.31
93036,0,0.13
93037,0,0.2
93038,0,0.46
93039,0,0.34
93040,0,0.5
93041,0,0.4
93042,0,0.03
93043,1,0.54
93044,0,0.25
93045,0,0.27
93046,0,0.36
93047,0,0.45
93048,0,0.35
93049,0,0.4
93050,0,0.33
93051,0,0.02
93052,0,0.22
93053,0,0.21
93054,0,0.12
93055,0,0.3
93056,0,0.2
93057,0,0.16
93058,1,0.62
93059,0,0.42
93060,0,0.26
93061,1,0.67
93062,1,0.68
93063,0,0.42
93064,0,0.2
93065,0,0.3
93066,0,0.29
93067,0,0.43
93068,0,0.17
93069,0,0.1
93070,0,0.16
93071,0,0.15
93072,0,0.45
93073,0,0.06
93074,0,0.17
93075,0,0.14
93076,0,0.11
93077,0,0.46
93078,0,0.06
93079,0,0.2
93080,0,0.3
93081,0,0.17
93082,0,0.22
93083,0,0.3
93084,0,0.44
93085,0,0.2
93086,0,0.22
93087,0,0.32
93088,0,0.13
93089,0,0.2
93090,0,0.32
93091,0,0.24
93092,0,0.04
93093,0,0.18
93094,0,0.32
93095,1,0.55
93096,1,0.53
93097,0,0.22
93098,0,0.25
93099,0,0.3
93100,0,0.47
93101,0,0.32
93102,0,0.48
93103,0,0.28
